"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 26 01:05:16 GMT 2024","Tue Mar 26 01:05:16 GMT 2024","6","","com.techchallenge.restaurant.api.findfood.service.AvaliacaoServiceTest.registrarAvaliacao","","com.techchallenge.restaurant.api.findfood.service.AvaliacaoServiceTest$registrarAvaliacao","deveLancarExceptionAoTentarRegistrarAvaliacaoComPontuacaoAcimaDe5","deveLancarExceptionAoTentarRegistrarAvaliacaoComPontuacaoAcimaDe5()",""
"passed","Tue Mar 26 01:05:18 GMT 2024","Tue Mar 26 01:05:18 GMT 2024","10","","Testes de Exclusão de Restaurante","","com.techchallenge.restaurant.api.findfood.controller.RestauranteControllerTest$deletarRestaurante","devePermitirDeletarRestaurantes","devePermitirDeletarRestaurantes()",""
"passed","Tue Mar 26 01:05:15 GMT 2024","Tue Mar 26 01:05:15 GMT 2024","133","","com.techchallenge.restaurant.api.findfood.service.ReservaServiceIntegrationTest","","com.techchallenge.restaurant.api.findfood.service.ReservaServiceIntegrationTest","deveReservarComSucesso","deveReservarComSucesso()",""
"passed","Tue Mar 26 01:05:14 GMT 2024","Tue Mar 26 01:05:14 GMT 2024","16","","Testes de Busca de Restaurante","","com.techchallenge.restaurant.api.findfood.service.RestauranteServiceIntegrationTest$buscarRestaurante","deveLancarExcecaoAoBuscarLocalizacaoRestauranteInexistente","deveLancarExcecaoAoBuscarLocalizacaoRestauranteInexistente()",""
"passed","Tue Mar 26 01:05:27 GMT 2024","Tue Mar 26 01:05:27 GMT 2024","4","","com.techchallenge.restaurant.api.findfood.controller.ReservaControllerTest","","com.techchallenge.restaurant.api.findfood.controller.ReservaControllerTest","deveRetornarTodasAsReservasParaUmRestauranteComSucesso","deveRetornarTodasAsReservasParaUmRestauranteComSucesso()",""
"passed","Tue Mar 26 01:05:25 GMT 2024","Tue Mar 26 01:05:25 GMT 2024","43","","com.techchallenge.restaurant.api.findfood.controller.AvaliacaoControllerIntegrationTest.findAll","","com.techchallenge.restaurant.api.findfood.controller.AvaliacaoControllerIntegrationTest$findAll","deveRetornarTodasAsAvaliacoesComSucesso","deveRetornarTodasAsAvaliacoesComSucesso()",""
"passed","Tue Mar 26 01:05:16 GMT 2024","Tue Mar 26 01:05:16 GMT 2024","4","","com.techchallenge.restaurant.api.findfood.service.ReservaServiceTest","","com.techchallenge.restaurant.api.findfood.service.ReservaServiceTest","deveBuscarTodasAsReservasPorRestauranteComSucesso","deveBuscarTodasAsReservasPorRestauranteComSucesso()",""
"passed","Tue Mar 26 01:05:15 GMT 2024","Tue Mar 26 01:05:15 GMT 2024","92","","com.techchallenge.restaurant.api.findfood.service.ReservaServiceIntegrationTest","","com.techchallenge.restaurant.api.findfood.service.ReservaServiceIntegrationTest","deveBuscarReservaPeloIdComSucesso","deveBuscarReservaPeloIdComSucesso()",""
"passed","Tue Mar 26 01:05:17 GMT 2024","Tue Mar 26 01:05:17 GMT 2024","3","","Testes de Busca de Restaurante","","com.techchallenge.restaurant.api.findfood.service.RestauranteServiceTest$buscarRestaurante","deveLancarExcecaoAoBuscarTodosRestaurantes","deveLancarExcecaoAoBuscarTodosRestaurantes()",""
"passed","Tue Mar 26 01:05:16 GMT 2024","Tue Mar 26 01:05:16 GMT 2024","19","","com.techchallenge.restaurant.api.findfood.service.AvaliacaoServiceIntegrationTest.registrarAvaliacao","","com.techchallenge.restaurant.api.findfood.service.AvaliacaoServiceIntegrationTest$registrarAvaliacao","deveLancarExceptionAoTentarRegistrarAvaliacaoComPontuacaoAbaixoDe0","deveLancarExceptionAoTentarRegistrarAvaliacaoComPontuacaoAbaixoDe0()",""
"passed","Tue Mar 26 01:05:14 GMT 2024","Tue Mar 26 01:05:14 GMT 2024","16","","Testes de Busca de Restaurante","","com.techchallenge.restaurant.api.findfood.service.RestauranteServiceIntegrationTest$buscarRestaurante","deveLancarExcecaoAoBuscarNomeRestauranteInexistente","deveLancarExcecaoAoBuscarNomeRestauranteInexistente()",""
"passed","Tue Mar 26 01:05:15 GMT 2024","Tue Mar 26 01:05:16 GMT 2024","88","","com.techchallenge.restaurant.api.findfood.service.AvaliacaoServiceIntegrationTest.registrarAvaliacao","","com.techchallenge.restaurant.api.findfood.service.AvaliacaoServiceIntegrationTest$registrarAvaliacao","deveRegistrarAvaliacaoComSucesso","deveRegistrarAvaliacaoComSucesso()",""
"passed","Tue Mar 26 01:05:15 GMT 2024","Tue Mar 26 01:05:15 GMT 2024","19","","com.techchallenge.restaurant.api.findfood.service.ReservaServiceIntegrationTest","","com.techchallenge.restaurant.api.findfood.service.ReservaServiceIntegrationTest","deveLancarExceptionAoTentarReservarMesaEmRestauranteQueNaoExiste","deveLancarExceptionAoTentarReservarMesaEmRestauranteQueNaoExiste()",""
"passed","Tue Mar 26 01:05:14 GMT 2024","Tue Mar 26 01:05:14 GMT 2024","40","","Testes de Busca de Restaurante","","com.techchallenge.restaurant.api.findfood.service.RestauranteServiceIntegrationTest$buscarRestaurante","devePermitirBuscarRestaurantesPorId","devePermitirBuscarRestaurantesPorId()",""
"passed","Tue Mar 26 01:05:16 GMT 2024","Tue Mar 26 01:05:16 GMT 2024","11","","com.techchallenge.restaurant.api.findfood.service.AvaliacaoServiceTest.findAll","","com.techchallenge.restaurant.api.findfood.service.AvaliacaoServiceTest$findAll","deveRetornarTodasAsAvaliacoesComSucesso","deveRetornarTodasAsAvaliacoesComSucesso()",""
"passed","Tue Mar 26 01:05:15 GMT 2024","Tue Mar 26 01:05:15 GMT 2024","48","","com.techchallenge.restaurant.api.findfood.service.ReservaServiceIntegrationTest","","com.techchallenge.restaurant.api.findfood.service.ReservaServiceIntegrationTest","deveLancarExceptionAoTentarReservarMesaComRestauranteSemLugaresDisponiveis","deveLancarExceptionAoTentarReservarMesaComRestauranteSemLugaresDisponiveis()",""
"passed","Tue Mar 26 01:05:24 GMT 2024","Tue Mar 26 01:05:24 GMT 2024","61","","Testes de Busca de Restaurante","","com.techchallenge.restaurant.api.findfood.controller.RestauranteControllerIntegrationTest$buscarRestaurante","deveLancarExcecaoAoBuscarTipoCozinhaRestauranteInexistente","deveLancarExcecaoAoBuscarTipoCozinhaRestauranteInexistente()",""
"passed","Tue Mar 26 01:05:17 GMT 2024","Tue Mar 26 01:05:17 GMT 2024","2","","Testes de Exclusão de Restaurante","","com.techchallenge.restaurant.api.findfood.service.RestauranteServiceTest$deletarRestaurante","deveLancarExcecaoAoDeletarRestauranteInexistente","deveLancarExcecaoAoDeletarRestauranteInexistente()",""
